Name,Alexander
12a_236,2-8*t+14*t^2-17*t^3+17*t^4-17*t^5+14*t^6-8*t^7+2*t^8
12a_237,4-18*t+36*t^2-45*t^3+36*t^4-18*t^5+4*t^6
12a_238,4-17*t+33*t^2-41*t^3+33*t^4-17*t^5+4*t^6
12a_239,6-22*t+31*t^2-22*t^3+6*t^4
12a_240,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
12a_241,3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
12a_242,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
12a_243,2-12*t+31*t^2-43*t^3+31*t^4-12*t^5+2*t^6
12a_244,5-24*t+56*t^2-73*t^3+56*t^4-24*t^5+5*t^6
12a_245,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_246,1-7*t+20*t^2-31*t^3+35*t^4-31*t^5+20*t^6-7*t^7+t^8
12a_247,2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
12a_248,2-13*t+34*t^2-47*t^3+34*t^4-13*t^5+2*t^6
12a_249,2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
12a_250,1-7*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-7*t^7+t^8
12a_251,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
12a_252,2-9*t+17*t^2-24*t^3+27*t^4-24*t^5+17*t^6-9*t^7+2*t^8
12a_253,4-19*t+36*t^2-43*t^3+36*t^4-19*t^5+4*t^6
12a_254,3-13*t+21*t^2-23*t^3+21*t^4-13*t^5+3*t^6
12a_255,6-27*t+41*t^2-27*t^3+6*t^4
12a_256,3-20*t+52*t^2-69*t^3+52*t^4-20*t^5+3*t^6
12a_257,2-16*t+46*t^2-63*t^3+46*t^4-16*t^5+2*t^6
12a_258,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
12a_259,2-12*t+27*t^2-33*t^3+27*t^4-12*t^5+2*t^6
12a_260,1-7*t+22*t^2-39*t^3+45*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_261,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_262,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
12a_263,3-19*t+48*t^2-63*t^3+48*t^4-19*t^5+3*t^6
12a_264,1-9*t+33*t^2-65*t^3+79*t^4-65*t^5+33*t^6-9*t^7+t^8
12a_265,1-8*t+30*t^2-66*t^3+87*t^4-66*t^5+30*t^6-8*t^7+t^8
12a_266,2-11*t+28*t^2-44*t^3+51*t^4-44*t^5+28*t^6-11*t^7+2*t^8
12a_267,4-22*t+52*t^2-67*t^3+52*t^4-22*t^5+4*t^6
12a_268,1-8*t+30*t^2-61*t^3+77*t^4-61*t^5+30*t^6-8*t^7+t^8
12a_269,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
12a_270,6-25*t+37*t^2-25*t^3+6*t^4
12a_271,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_272,2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
12a_273,4-21*t+47*t^2-61*t^3+47*t^4-21*t^5+4*t^6
12a_274,2-8*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-8*t^7+2*t^8
12a_275,4-18*t+41*t^2-53*t^3+41*t^4-18*t^5+4*t^6
12a_276,3-10*t+20*t^2-29*t^3+33*t^4-29*t^5+20*t^6-10*t^7+3*t^8
12a_277,5-17*t+31*t^2-37*t^3+31*t^4-17*t^5+5*t^6
12a_278,1-7*t+18*t^2-28*t^3+31*t^4-28*t^5+18*t^6-7*t^7+t^8
12a_279,2-15*t+40*t^2-55*t^3+40*t^4-15*t^5+2*t^6
12a_280,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
12a_281,1-7*t+24*t^2-46*t^3+57*t^4-46*t^5+24*t^6-7*t^7+t^8
12a_282,1-8*t+26*t^2-50*t^3+63*t^4-50*t^5+26*t^6-8*t^7+t^8
12a_283,1-8*t+26*t^2-48*t^3+57*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_284,1-8*t+25*t^2-43*t^3+49*t^4-43*t^5+25*t^6-8*t^7+t^8
12a_285,1-8*t+27*t^2-49*t^3+57*t^4-49*t^5+27*t^6-8*t^7+t^8
12a_286,3-20*t+55*t^2-77*t^3+55*t^4-20*t^5+3*t^6
12a_287,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_288,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_289,5-23*t+43*t^2-51*t^3+43*t^4-23*t^5+5*t^6
12a_290,2-9*t+21*t^2-34*t^3+39*t^4-34*t^5+21*t^6-9*t^7+2*t^8
12a_291,4-17*t+34*t^2-43*t^3+34*t^4-17*t^5+4*t^6
12a_292,1-8*t+25*t^2-47*t^3+57*t^4-47*t^5+25*t^6-8*t^7+t^8
12a_293,7-26*t+50*t^2-61*t^3+50*t^4-26*t^5+7*t^6
12a_294,2-9*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-9*t^7+2*t^8
12a_295,6-23*t+46*t^2-57*t^3+46*t^4-23*t^5+6*t^6
12a_296,3-21*t+55*t^2-73*t^3+55*t^4-21*t^5+3*t^6
12a_297,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
12a_298,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_299,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
12a_300,2-14*t+37*t^2-49*t^3+37*t^4-14*t^5+2*t^6
12a_301,3-20*t+52*t^2-71*t^3+52*t^4-20*t^5+3*t^6
12a_302,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
12a_303,2-14*t+36*t^2-49*t^3+36*t^4-14*t^5+2*t^6
12a_304,1-7*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-7*t^7+t^8
12a_305,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
12a_306,2-14*t+35*t^2-45*t^3+35*t^4-14*t^5+2*t^6
12a_307,2-14*t+37*t^2-51*t^3+37*t^4-14*t^5+2*t^6
12a_308,2-16*t+48*t^2-69*t^3+48*t^4-16*t^5+2*t^6
12a_309,3-21*t+58*t^2-81*t^3+58*t^4-21*t^5+3*t^6
12a_310,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_311,5-23*t+42*t^2-49*t^3+42*t^4-23*t^5+5*t^6
12a_312,9-40*t+61*t^2-40*t^3+9*t^4
12a_313,4-20*t+48*t^2-63*t^3+48*t^4-20*t^5+4*t^6
12a_314,3-21*t+51*t^2-67*t^3+51*t^4-21*t^5+3*t^6
12a_315,5-24*t+50*t^2-63*t^3+50*t^4-24*t^5+5*t^6
12a_316,1-8*t+29*t^2-62*t^3+81*t^4-62*t^5+29*t^6-8*t^7+t^8
12a_317,5-25*t+60*t^2-79*t^3+60*t^4-25*t^5+5*t^6
12a_318,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
12a_319,7-23*t+39*t^2-45*t^3+39*t^4-23*t^5+7*t^6
12a_320,12-39*t+55*t^2-39*t^3+12*t^4
12a_321,2-10*t+22*t^2-33*t^3+37*t^4-33*t^5+22*t^6-10*t^7+2*t^8
12a_322,4-20*t+42*t^2-53*t^3+42*t^4-20*t^5+4*t^6
12a_323,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_324,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_325,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_326,3-19*t+51*t^2-69*t^3+51*t^4-19*t^5+3*t^6
12a_327,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
12a_328,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_329,4-17*t+31*t^2-37*t^3+31*t^4-17*t^5+4*t^6
12a_330,6-24*t+35*t^2-24*t^3+6*t^4
12a_331,1-7*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-7*t^7+t^8
12a_332,2-14*t+41*t^2-57*t^3+41*t^4-14*t^5+2*t^6
12a_333,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_334,1-8*t+28*t^2-54*t^3+67*t^4-54*t^5+28*t^6-8*t^7+t^8
12a_335,1-9*t+30*t^2-59*t^3+73*t^4-59*t^5+30*t^6-9*t^7+t^8
12a_336,4-22*t+49*t^2-63*t^3+49*t^4-22*t^5+4*t^6
12a_337,3-22*t+62*t^2-85*t^3+62*t^4-22*t^5+3*t^6
12a_338,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
12a_339,9-39*t+59*t^2-39*t^3+9*t^4
12a_340,3-21*t+59*t^2-81*t^3+59*t^4-21*t^5+3*t^6
12a_341,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
12a_342,1-8*t+26*t^2-51*t^3+65*t^4-51*t^5+26*t^6-8*t^7+t^8
12a_343,3-19*t+47*t^2-61*t^3+47*t^4-19*t^5+3*t^6
12a_344,5-17*t+30*t^2-35*t^3+30*t^4-17*t^5+5*t^6
12a_345,8-26*t+37*t^2-26*t^3+8*t^4
12a_346,2-11*t+27*t^2-42*t^3+49*t^4-42*t^5+27*t^6-11*t^7+2*t^8
12a_347,4-23*t+54*t^2-69*t^3+54*t^4-23*t^5+4*t^6
12a_348,2-17*t+54*t^2-79*t^3+54*t^4-17*t^5+2*t^6
12a_349,1-8*t+26*t^2-43*t^3+49*t^4-43*t^5+26*t^6-8*t^7+t^8
12a_350,5-25*t+52*t^2-65*t^3+52*t^4-25*t^5+5*t^6
12a_351,1-7*t+24*t^2-48*t^3+61*t^4-48*t^5+24*t^6-7*t^7+t^8
12a_352,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_353,4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
12a_354,5-26*t+60*t^2-77*t^3+60*t^4-26*t^5+5*t^6
12a_355,5-16*t+27*t^2-31*t^3+27*t^4-16*t^5+5*t^6
12a_356,8-25*t+35*t^2-25*t^3+8*t^4
12a_357,3-17*t+40*t^2-53*t^3+40*t^4-17*t^5+3*t^6
12a_358,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_359,1-9*t+33*t^2-67*t^3+85*t^4-67*t^5+33*t^6-9*t^7+t^8
12a_360,3-20*t+53*t^2-73*t^3+53*t^4-20*t^5+3*t^6
12a_361,1-9*t+34*t^2-73*t^3+95*t^4-73*t^5+34*t^6-9*t^7+t^8
12a_362,1-9*t+31*t^2-56*t^3+67*t^4-56*t^5+31*t^6-9*t^7+t^8
12a_363,1-8*t+27*t^2-49*t^3+59*t^4-49*t^5+27*t^6-8*t^7+t^8
12a_364,1-8*t+29*t^2-63*t^3+81*t^4-63*t^5+29*t^6-8*t^7+t^8
12a_365,2-9*t+18*t^2-24*t^3+25*t^4-24*t^5+18*t^6-9*t^7+2*t^8
12a_366,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
12a_367,3-9*t+17*t^2-24*t^3+27*t^4-24*t^5+17*t^6-9*t^7+3*t^8
12a_368,6-20*t+36*t^2-43*t^3+36*t^4-20*t^5+6*t^6
12a_369,1-3*t+6*t^2-8*t^3+10*t^4-11*t^5+10*t^6-8*t^7+6*t^8-3*t^9+t^10
12a_370,2-7*t+15*t^2-21*t^3+23*t^4-21*t^5+15*t^6-7*t^7+2*t^8
12a_371,2-7*t+14*t^2-17*t^3+17*t^4-17*t^5+14*t^6-7*t^7+2*t^8
12a_372,4-16*t+35*t^2-45*t^3+35*t^4-16*t^5+4*t^6
12a_373,1-7*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-7*t^7+t^8
12a_374,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_375,2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
12a_376,4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
12a_377,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_378,2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
12a_379,3-9*t+15*t^2-17*t^3+15*t^4-9*t^5+3*t^6
12a_380,6-19*t+27*t^2-19*t^3+6*t^4
12a_381,3-17*t+36*t^2-43*t^3+36*t^4-17*t^5+3*t^6
12a_382,1-7*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-7*t^7+t^8
12a_383,1-7*t+20*t^2-34*t^3+39*t^4-34*t^5+20*t^6-7*t^7+t^8
12a_384,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
12a_385,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
12a_386,1-8*t+25*t^2-39*t^3+43*t^4-39*t^5+25*t^6-8*t^7+t^8
12a_387,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_388,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_389,1-9*t+33*t^2-70*t^3+89*t^4-70*t^5+33*t^6-9*t^7+t^8
12a_390,2-11*t+29*t^2-50*t^3+59*t^4-50*t^5+29*t^6-11*t^7+2*t^8
12a_391,7-23*t+40*t^2-47*t^3+40*t^4-23*t^5+7*t^6
12a_392,12-38*t+53*t^2-38*t^3+12*t^4
12a_393,5-27*t+60*t^2-77*t^3+60*t^4-27*t^5+5*t^6
12a_394,2-9*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-9*t^7+2*t^8
12a_395,4-18*t+42*t^2-55*t^3+42*t^4-18*t^5+4*t^6
12a_396,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
12a_397,3-20*t+48*t^2-63*t^3+48*t^4-20*t^5+3*t^6
12a_398,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
12a_399,5-22*t+48*t^2-61*t^3+48*t^4-22*t^5+5*t^6
12a_400,3-18*t+48*t^2-65*t^3+48*t^4-18*t^5+3*t^6
12a_401,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
12a_402,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_403,3-19*t+49*t^2-67*t^3+49*t^4-19*t^5+3*t^6
12a_404,3-17*t+37*t^2-45*t^3+37*t^4-17*t^5+3*t^6
12a_405,3-19*t+45*t^2-57*t^3+45*t^4-19*t^5+3*t^6
12a_406,2-16*t+43*t^2-57*t^3+43*t^4-16*t^5+2*t^6
12a_407,3-21*t+60*t^2-83*t^3+60*t^4-21*t^5+3*t^6
12a_408,5-29*t+66*t^2-85*t^3+66*t^4-29*t^5+5*t^6
12a_409,2-10*t+20*t^2-27*t^3+29*t^4-27*t^5+20*t^6-10*t^7+2*t^8
12a_410,4-22*t+48*t^2-61*t^3+48*t^4-22*t^5+4*t^6
12a_411,2-9*t+21*t^2-29*t^3+31*t^4-29*t^5+21*t^6-9*t^7+2*t^8
12a_412,4-20*t+49*t^2-65*t^3+49*t^4-20*t^5+4*t^6
12a_413,1-8*t+29*t^2-62*t^3+79*t^4-62*t^5+29*t^6-8*t^7+t^8
12a_414,9-37*t+55*t^2-37*t^3+9*t^4
12a_415,1-8*t+27*t^2-54*t^3+69*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_416,1-8*t+25*t^2-44*t^3+51*t^4-44*t^5+25*t^6-8*t^7+t^8
12a_417,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_418,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_419,1-9*t+32*t^2-61*t^3+73*t^4-61*t^5+32*t^6-9*t^7+t^8
12a_420,5-15*t+23*t^2-25*t^3+23*t^4-15*t^5+5*t^6
12a_421,10-33*t+47*t^2-33*t^3+10*t^4
12a_422,2-6*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-6*t^7+2*t^8
12a_423,4-14*t+26*t^2-31*t^3+26*t^4-14*t^5+4*t^6
12a_424,4-15*t+29*t^2-35*t^3+29*t^4-15*t^5+4*t^6
12a_425,6-20*t+29*t^2-20*t^3+6*t^4
12a_426,1-8*t+29*t^2-60*t^3+77*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_427,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_428,2-9*t+21*t^2-32*t^3+37*t^4-32*t^5+21*t^6-9*t^7+2*t^8
12a_429,4-19*t+42*t^2-53*t^3+42*t^4-19*t^5+4*t^6
12a_430,2-10*t+27*t^2-45*t^3+53*t^4-45*t^5+27*t^6-10*t^7+2*t^8
12a_431,8-31*t+61*t^2-75*t^3+61*t^4-31*t^5+8*t^6
12a_432,7-25*t+46*t^2-55*t^3+46*t^4-25*t^5+7*t^6
12a_433,3-19*t+44*t^2-57*t^3+44*t^4-19*t^5+3*t^6
12a_434,1-8*t+23*t^2-41*t^3+49*t^4-41*t^5+23*t^6-8*t^7+t^8
12a_435,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
12a_436,1-7*t+18*t^2-29*t^3+33*t^4-29*t^5+18*t^6-7*t^7+t^8
12a_437,2-14*t+35*t^2-47*t^3+35*t^4-14*t^5+2*t^6
12a_438,1-8*t+25*t^2-44*t^3+53*t^4-44*t^5+25*t^6-8*t^7+t^8
12a_439,1-9*t+34*t^2-71*t^3+91*t^4-71*t^5+34*t^6-9*t^7+t^8
12a_440,2-9*t+20*t^2-28*t^3+31*t^4-28*t^5+20*t^6-9*t^7+2*t^8
12a_441,4-20*t+46*t^2-59*t^3+46*t^4-20*t^5+4*t^6
12a_442,5-14*t+21*t^2-23*t^3+21*t^4-14*t^5+5*t^6
12a_443,10-31*t+43*t^2-31*t^3+10*t^4
12a_444,2-13*t+30*t^2-39*t^3+30*t^4-13*t^5+2*t^6
12a_445,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
12a_446,1-8*t+26*t^2-50*t^3+61*t^4-50*t^5+26*t^6-8*t^7+t^8
12a_447,2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
12a_448,5-26*t+43*t^2-26*t^3+5*t^4
12a_449,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
12a_450,2-16*t+50*t^2-71*t^3+50*t^4-16*t^5+2*t^6
12a_451,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_452,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
12a_453,1-7*t+18*t^2-30*t^3+37*t^4-30*t^5+18*t^6-7*t^7+t^8
12a_454,2-12*t+24*t^2-27*t^3+24*t^4-12*t^5+2*t^6
12a_455,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
12a_456,1-8*t+25*t^2-48*t^3+61*t^4-48*t^5+25*t^6-8*t^7+t^8
12a_457,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_458,1-9*t+32*t^2-63*t^3+79*t^4-63*t^5+32*t^6-9*t^7+t^8
12a_459,3-21*t+58*t^2-79*t^3+58*t^4-21*t^5+3*t^6
12a_460,2-17*t+53*t^2-77*t^3+53*t^4-17*t^5+2*t^6
12a_461,5-25*t+53*t^2-67*t^3+53*t^4-25*t^5+5*t^6
12a_462,1-7*t+19*t^2-32*t^3+39*t^4-32*t^5+19*t^6-7*t^7+t^8
12a_463,2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
12a_464,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
12a_465,1-8*t+26*t^2-52*t^3+67*t^4-52*t^5+26*t^6-8*t^7+t^8
12a_466,1-8*t+26*t^2-44*t^3+51*t^4-44*t^5+26*t^6-8*t^7+t^8
12a_467,1-8*t+29*t^2-60*t^3+75*t^4-60*t^5+29*t^6-8*t^7+t^8
12a_468,1-8*t+23*t^2-40*t^3+47*t^4-40*t^5+23*t^6-8*t^7+t^8
12a_469,1-7*t+24*t^2-47*t^3+59*t^4-47*t^5+24*t^6-7*t^7+t^8
12a_470,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
12a_471,4-21*t+35*t^2-21*t^3+4*t^4
12a_472,3-22*t+56*t^2-75*t^3+56*t^4-22*t^5+3*t^6
12a_473,1-8*t+30*t^2-64*t^3+83*t^4-64*t^5+30*t^6-8*t^7+t^8
12a_474,1-9*t+32*t^2-63*t^3+77*t^4-63*t^5+32*t^6-9*t^7+t^8
12a_475,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_476,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
12a_477,1-11*t+41*t^2-63*t^3+41*t^4-11*t^5+t^6
12a_478,1-8*t+25*t^2-46*t^3+55*t^4-46*t^5+25*t^6-8*t^7+t^8
12a_479,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_480,1-8*t+30*t^2-64*t^3+81*t^4-64*t^5+30*t^6-8*t^7+t^8
12a_481,2-13*t+28*t^2-33*t^3+28*t^4-13*t^5+2*t^6
12a_482,4-23*t+39*t^2-23*t^3+4*t^4
12a_483,1-9*t+35*t^2-75*t^3+95*t^4-75*t^5+35*t^6-9*t^7+t^8
12a_484,1-9*t+32*t^2-63*t^3+79*t^4-63*t^5+32*t^6-9*t^7+t^8
12a_485,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
12a_486,1-9*t+31*t^2-59*t^3+73*t^4-59*t^5+31*t^6-9*t^7+t^8
12a_487,1-8*t+29*t^2-58*t^3+71*t^4-58*t^5+29*t^6-8*t^7+t^8
12a_488,1-7*t+22*t^2-37*t^3+41*t^4-37*t^5+22*t^6-7*t^7+t^8
12a_489,3-20*t+50*t^2-65*t^3+50*t^4-20*t^5+3*t^6
12a_490,7-25*t+45*t^2-53*t^3+45*t^4-25*t^5+7*t^6
12a_491,2-14*t+42*t^2-61*t^3+42*t^4-14*t^5+2*t^6
12a_492,2-15*t+47*t^2-69*t^3+47*t^4-15*t^5+2*t^6
12a_493,1-7*t+22*t^2-36*t^3+39*t^4-36*t^5+22*t^6-7*t^7+t^8
12a_494,2-15*t+48*t^2-71*t^3+48*t^4-15*t^5+2*t^6
12a_495,2-11*t+30*t^2-50*t^3+59*t^4-50*t^5+30*t^6-11*t^7+2*t^8
12a_496,2-12*t+32*t^2-55*t^3+65*t^4-55*t^5+32*t^6-12*t^7+2*t^8
12a_497,1-7*t+23*t^2-45*t^3+57*t^4-45*t^5+23*t^6-7*t^7+t^8
12a_498,1-7*t+23*t^2-45*t^3+55*t^4-45*t^5+23*t^6-7*t^7+t^8
12a_499,1-7*t+25*t^2-51*t^3+65*t^4-51*t^5+25*t^6-7*t^7+t^8
12a_500,1-7*t+21*t^2-35*t^3+39*t^4-35*t^5+21*t^6-7*t^7+t^8
12a_501,1-7*t+23*t^2-43*t^3+51*t^4-43*t^5+23*t^6-7*t^7+t^8
12a_502,2-8*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-8*t^7+2*t^8
12a_503,1-7*t+19*t^2-27*t^3+27*t^4-27*t^5+19*t^6-7*t^7+t^8
12a_504,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
12a_505,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
12a_506,1-7*t+21*t^2-39*t^3+49*t^4-39*t^5+21*t^6-7*t^7+t^8
12a_507,2-8*t+15*t^2-21*t^3+23*t^4-21*t^5+15*t^6-8*t^7+2*t^8
12a_508,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
12a_509,2-10*t+26*t^2-45*t^3+53*t^4-45*t^5+26*t^6-10*t^7+2*t^8
12a_510,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
12a_511,2-8*t+17*t^2-23*t^3+25*t^4-23*t^5+17*t^6-8*t^7+2*t^8
12a_512,1-7*t+19*t^2-31*t^3+35*t^4-31*t^5+19*t^6-7*t^7+t^8
12a_513,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
12a_514,4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
12a_515,1-7*t+21*t^2-37*t^3+45*t^4-37*t^5+21*t^6-7*t^7+t^8
12a_516,1-7*t+23*t^2-47*t^3+59*t^4-47*t^5+23*t^6-7*t^7+t^8
12a_517,1-7*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-7*t^7+t^8
12a_518,2-13*t+37*t^2-53*t^3+37*t^4-13*t^5+2*t^6
12a_519,2-8*t+14*t^2-20*t^3+23*t^4-20*t^5+14*t^6-8*t^7+2*t^8
12a_520,4-17*t+29*t^2-33*t^3+29*t^4-17*t^5+4*t^6
12a_521,1-7*t+17*t^2-21*t^3+21*t^4-21*t^5+17*t^6-7*t^7+t^8
12a_522,4-19*t+39*t^2-49*t^3+39*t^4-19*t^5+4*t^6
12a_523,2-10*t+26*t^2-43*t^3+51*t^4-43*t^5+26*t^6-10*t^7+2*t^8
12a_524,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
12a_525,2-13*t+33*t^2-45*t^3+33*t^4-13*t^5+2*t^6
12a_526,2-10*t+25*t^2-43*t^3+51*t^4-43*t^5+25*t^6-10*t^7+2*t^8
12a_527,2-10*t+25*t^2-39*t^3+45*t^4-39*t^5+25*t^6-10*t^7+2*t^8
12a_528,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
12a_529,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
12a_530,3-19*t+51*t^2-71*t^3+51*t^4-19*t^5+3*t^6
12a_531,2-8*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-8*t^7+2*t^8
12a_532,4-15*t+27*t^2-33*t^3+27*t^4-15*t^5+4*t^6
12a_533,2-8*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-8*t^7+2*t^8
12a_534,4-17*t+37*t^2-47*t^3+37*t^4-17*t^5+4*t^6
12a_535,1-7*t+21*t^2-37*t^3+43*t^4-37*t^5+21*t^6-7*t^7+t^8
12a_536,1-7*t+19*t^2-27*t^3+29*t^4-27*t^5+19*t^6-7*t^7+t^8
12a_537,2-15*t+43*t^2-59*t^3+43*t^4-15*t^5+2*t^6
12a_538,2-8*t+12*t^2-13*t^3+13*t^4-13*t^5+12*t^6-8*t^7+2*t^8
12a_539,4-18*t+32*t^2-37*t^3+32*t^4-18*t^5+4*t^6
12a_540,4-19*t+37*t^2-45*t^3+37*t^4-19*t^5+4*t^6
